g_song_id,g_artist_id,g_artist_name,g_full_song_title,g_song_title
368,22,The Notorious B.I.G.,Long Kiss Goodnight by The Notorious B.I.G.,Long Kiss Goodnight
369,223,Common,Making a Name for Ourselves by Common (Ft. Canibus),Making a Name for Ourselves
370,72,Kanye West,We Don't Care by Kanye West,We Don't Care
371,22,The Notorious B.I.G.,Who Shot Ya? by The Notorious B.I.G.,Who Shot Ya?
372,2,JAY-Z,"Girls, Girls, Girls by JAY-Z","Girls, Girls, Girls"
374,577953,Meth・Ghost・Rae,Our Dreams by Meth・Ghost・Rae,Our Dreams
375,59,2Pac,Me and My Girlfriend by 2Pac (Ft. Virginya Slim),Me and My Girlfriend
376,123,Dr. Dre,Deep Cover by Dr. Dre (Ft. Snoop Dogg),Deep Cover
377,46,Snoop Dogg,I Wanna Rock (The Kings G-Mix) by Snoop Dogg (Ft. JAY-Z),I Wanna Rock (The Kings G-Mix)
379,108,50 Cent,Ghetto Qu'ran (Forgive Me) by 50 Cent,Ghetto Qu'ran (Forgive Me)
380,2,JAY-Z,Song Cry by JAY-Z,Song Cry
381,266,Everlast,Whitey's Revenge (Eminem Diss) by Everlast,Whitey's Revenge (Eminem Diss)
382,351975,Kool G. Rap & DJ Polo,Talk Like Sex by Kool G. Rap & DJ Polo,Talk Like Sex
383,268,Black Sheep,La Menage by Black Sheep (Ft. Q-Tip),La Menage
384,269,Vampire Weekend,Horchata by Vampire Weekend,Horchata
385,270,Gudda Gudda,Small Thing To a Giant by Gudda Gudda (Ft. Lil Wayne),Small Thing To a Giant
386,77,DMX,Where the Hood At? by DMX,Where the Hood At?
387,5518,Dorrough Music,Ice Cream Paint Job (Remix) by Dorrough Music (Ft. Snoop Dogg),Ice Cream Paint Job (Remix)
388,13,Gucci Mane,Wasted by Gucci Mane (Ft. Plies),Wasted
389,59,2Pac,2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),2 of Amerikaz Most Wanted
390,108,50 Cent,Your Life's on the Line by 50 Cent,Your Life's on the Line
391,45,Eminem,313 by Eminem (Ft. Eye-Kyu),313
392,13,Gucci Mane,Freaky Gurl by Gucci Mane,Freaky Gurl
393,4,Lil Wayne,Pussy Money Weed by Lil Wayne,Pussy Money Weed
394,286,Slim Thug,"Welcome 2 Houston by Slim Thug (Ft. Big Pokey, Chamillionaire, Lil Keke, Lil' O, Mike-D (S.U.C.), Mike Jones, Paul Wall, Rob G, Trae tha Truth, UGK, Yung Redd & Z-Ro)",Welcome 2 Houston
395,111,Ludacris,How Low by Ludacris (Ft. Shawnna),How Low
396,111,Ludacris,My Chick Bad by Ludacris (Ft. Nicki Minaj),My Chick Bad
397,111,Ludacris,Last of a Dying Breed by Ludacris (Ft. Lil Wayne),Last of a Dying Breed
398,4,Lil Wayne,Revolver by Lil Wayne (Ft. Madonna),Revolver
399,4,Lil Wayne,Hot Revolver by Lil Wayne,Hot Revolver
400,4,Lil Wayne,Ready For The World by Lil Wayne,Ready For The World
401,68,Kid Cudi,Pursuit of Happiness (Nightmare) by Kid Cudi (Ft. MGMT & Ratatat),Pursuit of Happiness (Nightmare)
402,68,Kid Cudi,Soundtrack 2 My Life by Kid Cudi,Soundtrack 2 My Life
404,68,Kid Cudi,Make Her Say (I Poke Her Face) by Kid Cudi (Ft. Common & Kanye West),Make Her Say (I Poke Her Face)
406,13,Gucci Mane,Believe it or Not by Gucci Mane (Ft. Drake),Believe it or Not
407,13,Gucci Mane,Stupid Wild by Gucci Mane (Ft. Cam’ron & Lil Wayne),Stupid Wild
408,260,OJ da Juiceman,Make tha Trap Say Aye by OJ da Juiceman (Ft. Gucci Mane),Make tha Trap Say Aye
409,13,Gucci Mane,Spotlight by Gucci Mane (Ft. Usher),Spotlight
410,3,Fabolous,My Time by Fabolous (Ft. Jeremih),My Time
411,3,Fabolous,Throw it in the Bag by Fabolous (Ft. The-Dream),Throw it in the Bag
412,3,Fabolous,Baby Don't Go by Fabolous (Ft. Jermaine Dupri & T-Pain),Baby Don't Go
413,2,JAY-Z,Soon You'll Understand by JAY-Z,Soon You'll Understand
414,282,Mario,Break Up by Mario (Ft. Gucci Mane & Sean Garrett),Break Up
415,45,Eminem,Quitter by Eminem (Ft. D12),Quitter
416,86,Birdman,I Want It All by Birdman (Ft. Kevin Rudolf & Lil Wayne),I Want It All
417,350338,Birdman & Lil Wayne,Stuntin' Like My Daddy (LFLS) by Birdman & Lil Wayne,Stuntin' Like My Daddy (LFLS)
418,86,Birdman,Bossy by Birdman (Ft. Jason Derulo),Bossy
419,130,Drake,I Stay Fly by Drake,I Stay Fly
421,13,Gucci Mane,Never Too Much Money by Gucci Mane,Never Too Much Money
422,45,Eminem,Any Man (Fucking Crazy) by Eminem,Any Man (Fucking Crazy)
423,13,Gucci Mane,Bricks by Gucci Mane (Ft. Yo Gotti & Yung Ralph),Bricks
424,3,Fabolous,I'm Raw by Fabolous,I'm Raw
425,295,DJ Jazzy Jeff,When to Stand Up by DJ Jazzy Jeff (Ft. Eminem & Pauly Yams),When to Stand Up
427,296,J.R. Writer,Bird Call by J.R. Writer (Ft. Cam’ron & Lil Wayne),Bird Call
428,853,B.o.B,Airplanes by B.o.B (Ft. Hayley Williams),Airplanes
431,68,Kid Cudi,Heart of a Lion (Kid Cudi Theme Music) by Kid Cudi,Heart of a Lion (Kid Cudi Theme Music)
432,147,Lupe Fiasco,Dumb It Down by Lupe Fiasco (Ft. GemStones & Graham Burris),Dumb It Down
433,303,D12,Purple Pills by D12,Purple Pills
434,4,Lil Wayne,Whip It Like a Slave by Lil Wayne (Ft. Boo Rossini),Whip It Like a Slave
435,304,Rich Boy,"Ghetto Rich by Rich Boy (Ft. John Legend, Lil Wayne & Nas)",Ghetto Rich
437,108,50 Cent,Ski Mask Way by 50 Cent,Ski Mask Way
438,306,Slick Rick,Treat Her Like A Prostitute by Slick Rick,Treat Her Like A Prostitute
439,20,Ghostface Killah,Nutmeg by Ghostface Killah (Ft. RZA),Nutmeg
440,45,Eminem,'Till I Collapse by Eminem (Ft. Nate Dogg),'Till I Collapse
441,308,Naughty By Nature,O.P.P. by Naughty By Nature,O.P.P.
442,156,Yasiin Bey,Mathematics by Yasiin Bey,Mathematics
443,13,Gucci Mane,Frowny Face by Gucci Mane,Frowny Face
444,22,The Notorious B.I.G.,Machine Gun Funk by The Notorious B.I.G.,Machine Gun Funk
445,13,Gucci Mane,"Icy by Gucci Mane (Ft. Boo, Jeezy & Lil' Will)",Icy
446,310,Wiz Khalifa,Good Dank by Wiz Khalifa,Good Dank
447,311,Insane Clown Posse,Miracles by Insane Clown Posse,Miracles
448,220,Gang Starr,Full Clip by Gang Starr,Full Clip
449,220,Gang Starr,Mass Appeal by Gang Starr,Mass Appeal
450,105,OutKast,B.O.B by OutKast,B.O.B
451,105,OutKast,Rosa Parks by OutKast,Rosa Parks
452,105,OutKast,Ms. Jackson by OutKast,Ms. Jackson
454,56,Nas,One Love by Nas,One Love
455,288,Bun B,Pushin by Bun B (Ft. Jeezy & Scarface),Pushin
456,13,Gucci Mane,Show Me by Gucci Mane,Show Me
457,1,Cam’ron,Love My Life by Cam’ron (Ft. Nicole Wray),Love My Life
458,244,The Roots,Get Busy by The Roots (Ft. Dice Raw & Peedi Crakk),Get Busy
459,69,J. Cole,Who Dat by J. Cole,Who Dat
462,56,Nas,Doo Rags by Nas,Doo Rags
463,45,Eminem,Not Afraid by Eminem,Not Afraid
464,197,Young Money,"Roger That by Young Money (Ft. Lil Wayne, Nicki Minaj & Tyga)",Roger That
465,67,Jeezy,Illin' by Jeezy (Ft. Clipse),Illin'
466,4,Lil Wayne,"Cannon by Lil Wayne (Ft. Detroit Red, Freeway, Juice & Willie the Kid)",Cannon
467,34,Jadakiss,All Falls Down by Jadakiss,All Falls Down
468,173,Slaughterhouse,Microphone by Slaughterhouse,Microphone
469,179,Joe Budden,Downfall by Joe Budden,Downfall
470,85,T.I.,No Matter What by T.I.,No Matter What
471,72,Kanye West,Drunk and Hot Girls by Kanye West (Ft. Yasiin Bey),Drunk and Hot Girls
473,390964,Nas & Damian Marley,Strong Will Continue by Nas & Damian Marley,Strong Will Continue
474,173,Slaughterhouse,Raindrops by Slaughterhouse (Ft. Novel),Raindrops
475,69,J. Cole,Grown Simba by J. Cole,Grown Simba
477,255,Lloyd Banks,"Warrior, Pt. 2 by Lloyd Banks (Ft. 50 Cent, Eminem & Nate Dogg)","Warrior, Pt. 2"
478,45,Eminem,Stay Wide Awake by Eminem,Stay Wide Awake
479,45,Eminem,Despicable by Eminem,Despicable
480,112,Timbaland,Say Something by Timbaland (Ft. Drake),Say Something
481,86,Birdman,4 My Town by Birdman (Ft. Drake & Lil Wayne),4 My Town
482,78,Juelz Santana,Rumble Young Man Rumble by Juelz Santana,Rumble Young Man Rumble
483,974,N.W.A,Straight Outta Compton by N.W.A,Straight Outta Compton
484,13,Gucci Mane,I Live in a TV by Gucci Mane (Ft. DJ Drama),I Live in a TV
485,147,Lupe Fiasco,"Superstar (Remix) by Lupe Fiasco (Ft. Jeezy, Matthew Santos & T.I.)",Superstar (Remix)
486,130,Drake,Successful by Drake (Ft. Lil Wayne & Trey Songz),Successful
487,67,Jeezy,My President by Jeezy (Ft. Nas),My President
489,245,Sheek Louch,"Mighty D-Block (2 Guns Up) by Sheek Louch (Ft. Jadakiss, J-Hood & Styles P)",Mighty D-Block (2 Guns Up)
490,56,Nas,One Mic by Nas,One Mic
491,329,Beastie Boys,Shadrach by Beastie Boys,Shadrach
492,88,Rick Ross,Super High by Rick Ross (Ft. Ne-Yo),Super High
495,220,Gang Starr,Rite Where U Stand by Gang Starr (Ft. Jadakiss),Rite Where U Stand
496,130,Drake,Miss Me by Drake (Ft. Lil Wayne),Miss Me
497,2,JAY-Z,99 Problems by JAY-Z,99 Problems
498,56,Nas,Nas Is Like by Nas,Nas Is Like
499,20,Ghostface Killah,Run by Ghostface Killah (Ft. Jadakiss),Run
500,310,Wiz Khalifa,The Thrill by Wiz Khalifa (Ft. Empire of the Sun),The Thrill
501,310,Wiz Khalifa,Who I Am by Wiz Khalifa,Who I Am
502,3,Fabolous,Let the Beat Build (Freestyle) by Fabolous,Let the Beat Build (Freestyle)
503,130,Drake,Unforgettable by Drake (Ft. Jeezy),Unforgettable
504,73,Jamie Foxx,Winner by Jamie Foxx (Ft. Justin Timberlake & T.I.),Winner
506,119,Beanie Sigel,Beanie (Mack Bitch) by Beanie Sigel,Beanie (Mack Bitch)
507,338,Busta Rhymes,"Arab Money (Remix) by Busta Rhymes (Ft. Akon, Lil Wayne, Puff Daddy, Ron Browz, Swizz Beatz & T-Pain)",Arab Money (Remix)
508,130,Drake,Light Up by Drake (Ft. JAY-Z),Light Up
509,340,Pras,Ghetto Supastar (That Is What You Are) by Pras (Ft. Mýa & Ol' Dirty Bastard),Ghetto Supastar (That Is What You Are)
510,72,Kanye West,POWER by Kanye West,POWER
511,67,Jeezy,Lose My Mind by Jeezy (Ft. Plies),Lose My Mind
512,45,Eminem,Rock Bottom by Eminem,Rock Bottom
513,45,Eminem,Bad Meets Evil by Eminem (Ft. Royce da 5’9”),Bad Meets Evil
514,130,Drake,9AM in Dallas by Drake,9AM in Dallas
515,72,Kanye West,Diamonds From Sierra Leone (Remix) by Kanye West (Ft. JAY-Z),Diamonds From Sierra Leone (Remix)
516,130,Drake,The Resistance by Drake,The Resistance
517,130,Drake,Up All Night by Drake (Ft. Nicki Minaj),Up All Night
518,130,Drake,Thank Me Now by Drake,Thank Me Now
519,72,Kanye West,Jesus Walks by Kanye West,Jesus Walks
520,45,Eminem,Won't Back Down by Eminem (Ft. P!nk),Won't Back Down
521,161762,Eric B. & Rakim,Mahogany by Eric B. & Rakim,Mahogany
522,72,Kanye West,Spaceship by Kanye West (Ft. Consequence & GLC),Spaceship
523,72,Kanye West,Flashing Lights by Kanye West (Ft. Dwele),Flashing Lights
524,45,Eminem,If I Had by Eminem,If I Had
525,72,Kanye West,Stronger by Kanye West,Stronger
526,72,Kanye West,Heartless by Kanye West,Heartless
527,2736,Thug Life,Str8 Ballin' by Thug Life (Ft. 2Pac),Str8 Ballin'
530,45,Eminem,No Love by Eminem (Ft. Lil Wayne),No Love
531,45,Eminem,The Real Slim Shady by Eminem,The Real Slim Shady
532,45,Eminem,Love the Way You Lie by Eminem (Ft. Rihanna),Love the Way You Lie
533,45,Eminem,Cold Wind Blows by Eminem,Cold Wind Blows
534,4,Lil Wayne,Watch My Shoes by Lil Wayne,Watch My Shoes
535,45,Eminem,Infinite by Eminem,Infinite
536,257,Waka Flocka Flame,O Let's Do It by Waka Flocka Flame (Ft. Lil Capp & Riverdale Shawty),O Let's Do It
537,45,Eminem,Almost Famous by Eminem,Almost Famous
538,45,Eminem,Underground by Eminem,Underground
539,4,Lil Wayne,Live from 504 by Lil Wayne,Live from 504
540,4,Lil Wayne,Seat Down Low by Lil Wayne,Seat Down Low
541,4,Lil Wayne,A Milli (Mixtape Version) by Lil Wayne (Ft. Cory Gunz),A Milli (Mixtape Version)
542,115,Chamillionaire,Ridin' by Chamillionaire (Ft. Krayzie Bone),Ridin'
543,45,Eminem,We Made You by Eminem,We Made You
544,59,2Pac,Can't C Me by 2Pac (Ft. George Clinton),Can't C Me
545,45,Eminem,Beautiful by Eminem,Beautiful
546,45,Eminem,Jimmy Crack Corn by Eminem (Ft. 50 Cent),Jimmy Crack Corn
547,4,Lil Wayne,Wasted by Lil Wayne,Wasted
548,310,Wiz Khalifa,Ink My Whole Body by Wiz Khalifa,Ink My Whole Body
549,4,Lil Wayne,I'm So Over You by Lil Wayne (Ft. Shanell),I'm So Over You
551,1,Cam’ron,Bout It Bout It by Cam’ron (Ft. Jim Jones & Master P),Bout It Bout It
552,72,Kanye West,Homecoming by Kanye West (Ft. Chris Martin),Homecoming
553,223,Common,Resurrection by Common,Resurrection
554,45,Eminem,Criminal by Eminem,Criminal
555,354,Black Star,Re:Definition by Black Star,Re:Definition
556,147,Lupe Fiasco,Hip-Hop Saved My Life by Lupe Fiasco (Ft. Nikki Jean),Hip-Hop Saved My Life
557,45,Eminem,Seduction by Eminem,Seduction
558,45,Eminem,Must Be the Ganja by Eminem,Must Be the Ganja
559,45,Eminem,W.T.P. by Eminem,W.T.P.
560,45,Eminem,So Bad by Eminem,So Bad
561,45,Eminem,Space Bound by Eminem,Space Bound
563,45,Eminem,25 to Life by Eminem,25 to Life
564,45,Eminem,Superman by Eminem (Ft. Dina Rae),Superman
565,45,Eminem,On Fire by Eminem,On Fire
566,357,Justin Bieber,Baby by Justin Bieber (Ft. Ludacris),Baby
567,59,2Pac,What'z Ya Phone # by 2Pac (Ft. Danny Boy Steward),What'z Ya Phone #
568,59,2Pac,Dear Mama by 2Pac,Dear Mama
569,228,Method Man,You're All I Need by Method Man (Ft. Mary J. Blige),You're All I Need
570,45,Eminem,Cinderella Man by Eminem (Ft. Kobe),Cinderella Man
571,359,YoungBloodZ,Damn! by YoungBloodZ (Ft. Lil Jon),Damn!
572,232,Black Rob,Whoa by Black Rob,Whoa
573,1,Cam’ron,Rap City Freestyle by Cam’ron (Ft. Big Tigga & Juelz Santana),Rap City Freestyle
574,45,Eminem,Going Through Changes by Eminem,Going Through Changes
575,45,Eminem,Untitled by Eminem,Untitled
576,130,Drake,Find Your Love by Drake,Find Your Love
577,45,Eminem,You're Never Over by Eminem,You're Never Over
578,361,Sway UK,Hype Boys by Sway UK (Ft. Mr Bigz),Hype Boys
580,296,J.R. Writer,GOAT by J.R. Writer (Ft. Cassidy),GOAT
581,130,Drake,Fireworks by Drake (Ft. Alicia Keys),Fireworks
582,130,Drake,Show Me a Good Time by Drake,Show Me a Good Time
583,130,Drake,Fancy by Drake (Ft. Swizz Beatz & T.I.),Fancy
584,31420,Metta World,Champions by Metta World,Champions
585,244,The Roots,Doin' It Again by The Roots (Ft. John Legend),Doin' It Again
586,244,The Roots,Web 20/20 by The Roots (Ft. Peedi Crakk & Truck North),Web 20/20
587,78,Juelz Santana,45th by Juelz Santana (Ft. Cam’ron & Jim Jones),45th
588,244,The Roots,Dear God 2.0 by The Roots (Ft. Monsters of Folk),Dear God 2.0
589,244,The Roots,How I Got Over by The Roots (Ft. Dice Raw),How I Got Over
590,123,Dr. Dre,Forgot About Dre by Dr. Dre (Ft. Eminem),Forgot About Dre
591,244,The Roots,The Fire by The Roots (Ft. John Legend),The Fire
592,45,Eminem,Just the Two of Us by Eminem,Just the Two of Us
593,244,The Roots,Right On by The Roots (Ft. Joanna Newsom & STS),Right On
594,244,The Roots,"Walk Alone by The Roots (Ft. Dice Raw, Greg Porn & Truck North)",Walk Alone
595,244,The Roots,"The Day by The Roots (Ft. Blu, Patty Crash & Phonte)",The Day
597,367,Masta Ace,Acknowledge by Masta Ace,Acknowledge
598,244,The Roots,"Radio Daze by The Roots (Ft. Blu, Dice Raw & Greg Porn)",Radio Daze
601,67,Jeezy,Put On by Jeezy (Ft. Kanye West),Put On
602,45,Eminem,Microphone Freestyle by Eminem,Microphone Freestyle
603,45,Eminem,3 a.m. by Eminem,3 a.m.
604,4,Lil Wayne,Throw It In The Bag by Lil Wayne,Throw It In The Bag
605,21,Wu-Tang Clan,I Can't Go To Sleep by Wu-Tang Clan (Ft. Isaac Hayes),I Can't Go To Sleep
606,21,Wu-Tang Clan,Can It Be All So Simple / Intermission by Wu-Tang Clan,Can It Be All So Simple / Intermission
607,21,Wu-Tang Clan,Triumph by Wu-Tang Clan (Ft. Cappadonna),Triumph
608,21,Wu-Tang Clan,Da Mystery of Chessboxin' by Wu-Tang Clan,Da Mystery of Chessboxin'
609,21,Wu-Tang Clan,Tearz by Wu-Tang Clan,Tearz
610,244,The Roots,What They Do by The Roots (Ft. Raphael Saadiq),What They Do
611,244,The Roots,"The Lesson, Pt. 1 by The Roots (Ft. Dice Raw)","The Lesson, Pt. 1"
612,244,The Roots,"Adrenaline by The Roots (Ft. Beanie Sigel, Dice Raw & Malik B)",Adrenaline
613,244,The Roots,The Seed (2.0) by The Roots (Ft. Cody ChesnuTT),The Seed (2.0)
614,56,Nas,I Can by Nas,I Can
615,372,Fugees,Ready or Not by Fugees,Ready or Not
616,45,Eminem,Session One by Eminem (Ft. Slaughterhouse),Session One
617,45,Eminem,Cum on Everybody by Eminem (Ft. Dina Rae),Cum on Everybody
618,92,Nicki Minaj,Warning by Nicki Minaj,Warning
619,22,The Notorious B.I.G.,Things Done Changed by The Notorious B.I.G.,Things Done Changed
620,161,Big Pun,Brave in the Heart by Big Pun (Ft. Terror Squad),Brave in the Heart
621,68,Kid Cudi,Erase Me by Kid Cudi (Ft. Kanye West),Erase Me
622,45,Eminem,Old Time's Sake by Eminem (Ft. Dr. Dre),Old Time's Sake
623,88,Rick Ross,"Super High (Remix) by Rick Ross (Ft. Curren$y, Ne-Yo & Wiz Khalifa)",Super High (Remix)
624,86,Birdman,Mo Milly by Birdman (Ft. Bun B & Drake),Mo Milly
625,244,The Roots,Hustla by The Roots (Ft. STS),Hustla
626,88,Rick Ross,"Live Fast, Die Young by Rick Ross (Ft. Kanye West)","Live Fast, Die Young"
627,56,Nas,What Goes Around by Nas,What Goes Around
628,56,Nas,Black President by Nas,Black President
629,2,JAY-Z,Hola' Hovito by JAY-Z,Hola' Hovito
630,853,B.o.B,Past My Shades by B.o.B (Ft. Lupe Fiasco),Past My Shades
631,56,Nas,Rewind by Nas,Rewind
633,377,Geto Boys,Mind Playing Tricks on Me by Geto Boys,Mind Playing Tricks on Me
634,108,50 Cent,P.I.M.P. by 50 Cent,P.I.M.P.
635,223,Common,The Food by Common,The Food
636,22,The Notorious B.I.G.,Ready to Die by The Notorious B.I.G.,Ready to Die
637,244,The Roots,Now or Never by The Roots (Ft. Dice Raw & Phonte),Now or Never
639,1,Cam’ron,More Reasons by Cam’ron (Ft. Jaheim),More Reasons
640,59,2Pac,Still Ballin' by 2Pac (Ft. Trick Daddy),Still Ballin'
641,111,Ludacris,Hip Hop Quotables by Ludacris,Hip Hop Quotables
644,291,Xzibit,Paparazzi by Xzibit,Paparazzi
645,64,Bone Thugs-N-Harmony,Thug Luv by Bone Thugs-N-Harmony (Ft. 2Pac),Thug Luv
647,383,David Banner,Like a Pimp by David Banner (Ft. Lil Flip),Like a Pimp
649,161762,Eric B. & Rakim,Don't Sweat the Technique by Eric B. & Rakim,Don't Sweat the Technique
650,385,Atmosphere,Trying to Find a Balance by Atmosphere,Trying to Find a Balance
651,161762,Eric B. & Rakim,Juice (Know the Ledge) by Eric B. & Rakim,Juice (Know the Ledge)
652,161762,Eric B. & Rakim,Microphone Fiend by Eric B. & Rakim,Microphone Fiend
654,56,Nas,Got Ur Self a... by Nas,Got Ur Self a...
655,105,OutKast,A Life in the Day of Benjamin André (Incomplete) by OutKast,A Life in the Day of Benjamin André (Incomplete)
656,318,Big Boi,Shine Blockas by Big Boi (Ft. Gucci Mane),Shine Blockas
658,56,Nas,Purple by Nas,Purple
659,147,Lupe Fiasco,The Coolest by Lupe Fiasco,The Coolest
661,387,Above the Law,Murder Rap by Above the Law,Murder Rap
662,235,The Coup,My Favorite Mutiny by The Coup (Ft. Black Thought & Talib Kweli),My Favorite Mutiny
663,385,Atmosphere,Always Coming Back Home to You by Atmosphere,Always Coming Back Home to You
664,535,R. Kelly,Ringtone by R. Kelly,Ringtone
666,531937,Sidney “Omen” Brown,"Overdose by Sidney “Omen” Brown (Ft. Drake, Mickey Factz & Travie McCoy)",Overdose
668,111,Ludacris,What's Your Fantasy? by Ludacris (Ft. Shawna),What's Your Fantasy?
669,67,Jeezy,Soul Survivor by Jeezy (Ft. Akon),Soul Survivor
671,4,Lil Wayne,One Way Trip by Lil Wayne (Ft. Kevin Rudolf),One Way Trip
672,130,Drake,Best I Ever Had by Drake,Best I Ever Had
673,1406,Kevin Rudolf,"I Made It (Cash Money Heroes) by Kevin Rudolf (Ft. Birdman, Jay Sean & Lil Wayne)",I Made It (Cash Money Heroes)
674,2,JAY-Z,Off That by JAY-Z (Ft. Drake),Off That
675,396,Wale,Beautiful Bliss by Wale (Ft. J. Cole & Melanie Fiona),Beautiful Bliss
676,69,J. Cole,Simba by J. Cole,Simba
677,69,J. Cole,A Star is Born (BET Performance) by J. Cole,A Star is Born (BET Performance)
679,230,Cassidy,A.M. to P.M. by Cassidy,A.M. to P.M.
680,4,Lil Wayne,I Can't Feel My Face by Lil Wayne,I Can't Feel My Face
681,72,Kanye West,Touch the Sky by Kanye West (Ft. Lupe Fiasco),Touch the Sky
682,69,J. Cole,Lights Please by J. Cole,Lights Please
683,88,Rick Ross,Free Mason by Rick Ross (Ft. JAY-Z & John Legend),Free Mason
684,72,Kanye West,Gone by Kanye West (Ft. Cam’ron & Consequence),Gone
685,92,Nicki Minaj,Your Love by Nicki Minaj,Your Love
686,56,Nas,Thief's Theme by Nas,Thief's Theme
687,56,Nas,Where Are They Now by Nas,Where Are They Now
688,72,Kanye West,Champion by Kanye West,Champion
689,2,JAY-Z,Young Forever by JAY-Z (Ft. Mr. Hudson),Young Forever
690,45,Eminem,Drug Ballad by Eminem,Drug Ballad
691,45,Eminem,Ridaz by Eminem,Ridaz
693,2,JAY-Z,I Know by JAY-Z (Ft. Pharrell Williams),I Know
694,385,Atmosphere,Don't Ever Fucking Question That by Atmosphere,Don't Ever Fucking Question That
695,22,The Notorious B.I.G.,Suicidal Thoughts by The Notorious B.I.G.,Suicidal Thoughts
696,385,Atmosphere,GodLovesUgly by Atmosphere,GodLovesUgly
697,385,Atmosphere,Hair by Atmosphere,Hair
698,59,2Pac,"Picture Me Rollin' by 2Pac (Ft. Big Syke, CPO & Danny Boy Steward)",Picture Me Rollin'
699,4,Lil Wayne,Walk it Off by Lil Wayne,Walk it Off
700,238,Immortal Technique,Dance with the Devil by Immortal Technique,Dance with the Devil
701,4,Lil Wayne,Let the Beat Build by Lil Wayne,Let the Beat Build
702,401,UGK,The Game Belongs To Me by UGK,The Game Belongs To Me
703,56,Nas,Be A Nigger Too by Nas,Be A Nigger Too
704,56,Nas,Represent by Nas,Represent
705,108,50 Cent,"P.I.M.P (G-Unit Remix) by 50 Cent (Ft. Lloyd Banks, Snoop Dogg & Young Buck)",P.I.M.P (G-Unit Remix)
